Note,seconds,offset,duration,measure,Tie,Ghost,NoteValue
B,118.67647058823505,1.75,<music21.duration.Duration 0.25>,51,<music21.tie.Tie start>,False,0.25
C#,119.11764705882328,2.5,<music21.duration.Duration 0.5>,51,,False,0.5
E,119.4117647058821,3.0,<music21.duration.Duration 0.5>,51,,False,0.5
C#,119.70588235294093,3.5,<music21.duration.Duration 0.5>,51,,False,0.5
E,119.99999999999976,0.0,<music21.duration.Duration 0.5>,52,,False,0.5
E,120.29411764705858,0.5,<music21.duration.Duration 0.5>,52,<music21.tie.Tie start>,False,0.5
E,121.17647058823505,2.0,<music21.duration.Duration 0.75>,52,,False,0.75
F#,121.61764705882328,2.75,<music21.duration.Duration 0.25>,52,<music21.tie.Tie start>,False,0.25
G#,122.05882352941151,3.5,<music21.duration.Duration 0.5>,52,,False,0.5
C#,122.35294117647034,0.0,<music21.duration.Duration 1.0>,53,<music21.tie.Tie start>,False,1.0
B,123.38235294117622,1.75,<music21.duration.Duration 0.25>,53,,False,0.25
G#,123.52941176470563,2.0,<music21.duration.Duration 0.75>,53,,False,0.75
B,123.97058823529386,2.75,<music21.duration.Duration 0.25>,53,<music21.tie.Tie start>,False,0.25
C,124.41176470588209,3.5,<music21.duration.Duration 0.5>,53,,False,0.5
C#,124.70588235294092,0.0,<music21.duration.Duration 0.75>,54,,False,0.75
G#,125.14705882352915,0.75,<music21.duration.Duration 0.25>,54,,False,0.25
C#,125.29411764705856,1.0,<music21.duration.Duration 0.75>,54,,False,0.75
G#,125.73529411764679,1.75,<music21.duration.Duration 0.25>,54,,False,0.25
C#,125.8823529411762,2.0,<music21.duration.Duration 0.75>,54,,False,0.75
C#,126.32352941176443,2.75,<music21.duration.Duration 0.25>,54,<music21.tie.Tie start>,False,0.25
D#,126.76470588235266,3.5,<music21.duration.Duration 0.5>,54,,False,0.5
E,127.05882352941148,0.0,<music21.duration.Duration 0.5>,55,,False,0.5
E,127.35294117647031,0.5,<music21.duration.Duration 0.5>,55,<music21.tie.Tie start>,False,0.5
B,128.08823529411737,1.75,<music21.duration.Duration 0.25>,55,<music21.tie.Tie start>,False,0.25
C#,128.5294117647056,2.5,<music21.duration.Duration 0.5>,55,,False,0.5
E,128.8235294117644,3.0,<music21.duration.Duration 0.5>,55,,False,0.5
C#,129.11764705882322,3.5,<music21.duration.Duration 0.5>,55,,False,0.5
E,129.41176470588204,0.0,<music21.duration.Duration 0.5>,56,,False,0.5
E,129.70588235294085,0.5,<music21.duration.Duration 0.5>,56,<music21.tie.Tie start>,False,0.5
E,130.5882352941173,2.0,<music21.duration.Duration 0.75>,56,,False,0.75
G#,131.02941176470554,2.75,<music21.duration.Duration 0.25>,56,<music21.tie.Tie start>,False,0.25
B,131.47058823529377,3.5,<music21.duration.Duration 0.5>,56,,False,0.5
C#,131.7647058823526,0.0,<music21.duration.Duration 3.0>,57,,False,3.0
G#,133.82352941176433,3.5,<music21.duration.Duration 0.5>,57,,False,0.5
C#,134.11764705882314,0.0,<music21.duration.Duration 0.75>,58,,False,0.75
B,134.55882352941137,0.75,<music21.duration.Duration 0.25>,58,,False,0.25
G#,134.7058823529408,1.0,<music21.duration.Duration 0.5>,58,,False,0.5
B,134.9999999999996,1.5,<music21.duration.Duration 0.5>,58,,False,0.5
C#,135.2941176470584,2.0,<music21.duration.Duration 0.75>,58,,False,0.75
B,135.73529411764665,2.75,<music21.duration.Duration 0.25>,58,<music21.tie.Tie start>,False,0.25
G#,136.17647058823488,3.5,<music21.duration.Duration 0.5>,58,,False,0.5
F#,136.4705882352937,0.0,<music21.duration.Duration 0.5>,59,,False,0.5
F#,136.7647058823525,0.5,<music21.duration.Duration 1.5>,59,<music21.tie.Tie start>,False,1.5
C#,138.0882352941172,2.75,<music21.duration.Duration 0.25>,59,,False,0.25
F#,138.23529411764662,3.0,<music21.duration.Duration 0.25>,59,,False,0.25
C#,138.38235294117604,3.25,<music21.duration.Duration 0.25>,59,,False,0.25
F#,138.52941176470546,3.5,<music21.duration.Duration 0.25>,59,,False,0.25
C#,138.67647058823488,3.75,<music21.duration.Duration 0.25>,59,,False,0.25
F#,138.8235294117643,0.0,<music21.duration.Duration 1.75>,60,,False,1.75
C#,139.85294117647018,1.75,<music21.duration.Duration 0.25>,60,,False,0.25
F#,139.9999999999996,2.0,<music21.duration.Duration 0.75>,60,,False,0.75
C#,140.44117647058783,2.75,<music21.duration.Duration 0.25>,60,,False,0.25
C#,140.58823529411725,3.0,<music21.duration.Duration 0.5>,60,,False,0.5
C,140.88235294117607,3.5,<music21.duration.Duration 0.5>,60,,False,0.5
B,141.17647058823488,0.0,<music21.duration.Duration 1.5>,61,,False,1.5
D#,142.05882352941134,1.5,<music21.duration.Duration 0.5>,61,<music21.tie.Tie start>,False,0.5
E,142.49999999999957,2.25,<music21.duration.Duration 0.5>,61,,False,0.5
F#,142.9411764705878,3.0,<music21.duration.Duration 0.5>,61,,False,0.5
A,143.23529411764662,3.5,<music21.duration.Duration 0.5>,61,,False,0.5
B,143.52941176470543,0.0,<music21.duration.Duration 0.25>,62,,False,0.25
B,143.67647058823485,0.25,<music21.duration.Duration 0.5>,62,,False,0.5
B,143.97058823529366,0.75,<music21.duration.Duration 0.25>,62,,False,0.25
A,144.11764705882308,1.0,<music21.duration.Duration 0.5>,62,,False,0.5
A,144.4117647058819,1.5,<music21.duration.Duration 0.25>,62,,False,0.25
F#,144.5588235294113,1.75,<music21.duration.Duration 0.25>,62,<music21.tie.Tie start>,False,0.25
F#,144.85294117647015,2.25,<music21.duration.Duration 0.25>,62,,False,0.25
B,144.99999999999957,2.5,<music21.duration.Duration 0.5>,62,,False,0.5
B,145.29411764705839,3.0,<music21.duration.Duration 0.5>,62,,False,0.5
B,145.5882352941172,3.5,<music21.duration.Duration 0.5>,62,,False,0.5
F#,145.882352941176,0.0,<music21.duration.Duration 1.0>,63,,False,1.0
F#,146.47058823529366,1.0,<music21.duration.Duration 0.75>,63,,False,0.75
A,146.9117647058819,1.75,<music21.duration.Duration 0.25>,63,<music21.tie.Tie start>,False,0.25
C#,147.64705882352897,3.0,<music21.duration.Duration 0.5>,63,,False,0.5
C,147.94117647058778,3.5,<music21.duration.Duration 0.5>,63,,False,0.5
B,148.2352941176466,0.0,<music21.duration.Duration 1.0>,64,,False,1.0
A,148.82352941176424,1.0,<music21.duration.Duration 0.75>,64,,False,0.75
G#,149.26470588235247,1.75,<music21.duration.Duration 0.25>,64,<music21.tie.Tie start>,False,0.25
G#,149.7058823529407,2.5,<music21.duration.Duration 0.5>,64,,False,0.5
G,149.99999999999952,3.0,<music21.duration.Duration 0.5>,64,,False,0.5
E,150.29411764705833,3.5,<music21.duration.Duration 0.5>,64,,False,0.5
F#,150.58823529411714,0.0,<music21.duration.Duration 1.0>,65,,False,1.0
F#,151.1764705882348,1.0,<music21.duration.Duration 0.75>,65,,False,0.75
A,151.61764705882302,1.75,<music21.duration.Duration 0.25>,65,<music21.tie.Tie start>,False,0.25
A,152.05882352941126,2.5,<music21.duration.Duration 0.5>,65,,False,0.5
C#,152.35294117647007,3.0,<music21.duration.Duration 0.5>,65,,False,0.5
C,152.64705882352888,3.5,<music21.duration.Duration 0.25>,65,,False,0.25
A,152.7941176470583,3.75,<music21.duration.Duration 0.25>,65,,False,0.25
B,152.94117647058772,0.0,<music21.duration.Duration 0.75>,66,,False,0.75
D#,153.38235294117595,0.75,<music21.duration.Duration 0.25>,66,<music21.tie.Tie start>,False,0.25
E,153.6764705882348,1.25,<music21.duration.Duration 0.5>,66,,False,0.5
E#,153.9705882352936,1.75,<music21.duration.Duration 0.25>,66,,False,0.25
F#,154.11764705882302,2.0,<music21.duration.Duration 0.5>,66,,False,0.5
A,154.41176470588184,2.5,<music21.duration.Duration 0.25>,66,,False,0.25
A#,154.55882352941126,2.75,<music21.duration.Duration 0.25>,66,,False,0.25
B,154.70588235294068,3.0,<music21.duration.Duration 0.25>,66,,False,0.25
A,154.8529411764701,3.25,<music21.duration.Duration 0.25>,66,,False,0.25
E,154.99999999999952,3.5,<music21.duration.Duration 0.25>,66,,False,0.25
E,155.14705882352894,3.75,<music21.duration.Duration 0.25>,66,,False,0.25
F#,155.29411764705836,0.0,<music21.duration.Duration 0.5>,67,,False,0.5
F#,155.58823529411717,0.5,<music21.duration.Duration 0.5>,67,<music21.tie.Tie start>,False,0.5
C#,156.3235294117642,1.75,<music21.duration.Duration 0.25>,67,,False,0.25
F#,156.47058823529363,2.0,<music21.duration.Duration 0.75>,67,,False,0.75
C#,156.91176470588186,2.75,<music21.duration.Duration 0.25>,67,<music21.tie.Tie start>,False,0.25
C,157.3529411764701,3.5,<music21.duration.Duration 0.5>,67,,False,0.5
B,157.6470588235289,0.0,<music21.duration.Duration 0.5>,68,,False,0.5
B,157.94117647058772,0.5,<music21.duration.Duration 0.5>,68,<music21.tie.Tie start>,False,0.5
B,158.82352941176418,2.0,<music21.duration.Duration 0.75>,68,,False,0.75
C#,159.26470588235242,2.75,<music21.duration.Duration 0.25>,68,<music21.tie.Tie start>,False,0.25
D#,159.70588235294065,3.5,<music21.duration.Duration 0.5>,68,,False,0.5
E,159.99999999999946,0.0,<music21.duration.Duration 0.5>,69,,False,0.5
E,160.29411764705827,0.5,<music21.duration.Duration 1.5>,69,,False,1.5
E,161.17647058823474,2.0,<music21.duration.Duration 0.75>,69,,False,0.75
F#,161.61764705882297,2.75,<music21.duration.Duration 0.25>,69,<music21.tie.Tie start>,False,0.25
G#,162.0588235294112,3.5,<music21.duration.Duration 0.5>,69,,False,0.5
C#,162.35294117647,0.0,<music21.duration.Duration 1.75>,70,,False,1.75
B,163.52941176470532,2.0,<music21.duration.Duration 0.25>,70,,False,0.25
C#,163.67647058823474,2.25,<music21.duration.Duration 0.25>,70,,False,0.25
E,163.82352941176416,2.5,<music21.duration.Duration 0.5>,70,,False,0.5
E,164.11764705882297,3.0,<music21.duration.Duration 0.5>,70,,False,0.5
C#,164.41176470588178,3.5,<music21.duration.Duration 0.5>,70,,False,0.5
E,164.7058823529406,0.0,<music21.duration.Duration 0.5>,71,,False,0.5
E,164.9999999999994,0.5,<music21.duration.Duration 1.5>,71,,False,1.5
E,165.88235294117587,2.0,<music21.duration.Duration 0.75>,71,,False,0.75
F#,166.3235294117641,2.75,<music21.duration.Duration 0.25>,71,<music21.tie.Tie start>,False,0.25
G#,166.76470588235233,3.5,<music21.duration.Duration 0.5>,71,,False,0.5
C#,167.05882352941114,0.0,<music21.duration.Duration 0.5>,72,,False,0.5
C#,167.35294117646995,0.5,<music21.duration.Duration 1.5>,72,<music21.tie.Tie start>,False,1.5
C#,168.52941176470523,2.5,<music21.duration.Duration 0.25>,72,,False,0.25
C#,168.67647058823465,2.75,<music21.duration.Duration 0.25>,72,,False,0.25
C,168.82352941176407,3.0,<music21.duration.Duration 0.25>,72,,False,0.25
C,168.9705882352935,3.25,<music21.duration.Duration 0.25>,72,,False,0.25
B,169.1176470588229,3.5,<music21.duration.Duration 0.25>,72,,False,0.25
B-,169.26470588235233,3.75,<music21.duration.Duration 0.25>,72,,False,0.25
A,169.41176470588175,0.0,<music21.duration.Duration 0.5>,73,,False,0.5
A,169.70588235294056,0.5,<music21.duration.Duration 1.0>,73,,False,1.0
E,170.29411764705821,1.5,<music21.duration.Duration 0.25>,73,,False,0.25
A,170.44117647058764,1.75,<music21.duration.Duration 0.25>,73,<music21.tie.Tie start>,False,0.25
E,170.73529411764648,2.25,<music21.duration.Duration 0.25>,73,,False,0.25
A,170.8823529411759,2.5,<music21.duration.Duration 0.5>,73,,False,0.5
E,171.1764705882347,3.0,<music21.duration.Duration 0.5>,73,,False,0.5
A,171.47058823529352,3.5,<music21.duration.Duration 0.25>,73,,False,0.25
E,171.61764705882294,3.75,<music21.duration.Duration 0.25>,73,,False,0.25
A,171.76470588235236,0.0,<music21.duration.Duration 0.5>,74,,False,0.5
A,172.05882352941117,0.5,<music21.duration.Duration 1.0>,74,,False,1.0
E,172.64705882352882,1.5,<music21.duration.Duration 0.25>,74,,False,0.25
A,172.79411764705824,1.75,<music21.duration.Duration 0.25>,74,<music21.tie.Tie start>,False,0.25
E,173.08823529411708,2.25,<music21.duration.Duration 0.25>,74,,False,0.25
A,173.2352941176465,2.5,<music21.duration.Duration 0.5>,74,,False,0.5
E,173.52941176470532,3.0,<music21.duration.Duration 0.5>,74,,False,0.5
A,173.82352941176413,3.5,<music21.duration.Duration 0.25>,74,,False,0.25
E,173.97058823529355,3.75,<music21.duration.Duration 0.25>,74,,False,0.25
A,174.11764705882297,0.0,<music21.duration.Duration 0.5>,75,,False,0.5
A,174.41176470588178,0.5,<music21.duration.Duration 1.0>,75,,False,1.0
E,174.99999999999943,1.5,<music21.duration.Duration 0.25>,75,,False,0.25
A,175.14705882352885,1.75,<music21.duration.Duration 0.25>,75,<music21.tie.Tie start>,False,0.25
E,175.4411764705877,2.25,<music21.duration.Duration 0.25>,75,,False,0.25
A,175.5882352941171,2.5,<music21.duration.Duration 0.5>,75,,False,0.5
E,175.88235294117592,3.0,<music21.duration.Duration 0.5>,75,,False,0.5
A,176.17647058823474,3.5,<music21.duration.Duration 0.25>,75,,False,0.25
E,176.32352941176416,3.75,<music21.duration.Duration 0.25>,75,,False,0.25
A,176.47058823529358,0.0,<music21.duration.Duration 0.5>,76,,False,0.5
A,176.7647058823524,0.5,<music21.duration.Duration 1.0>,76,,False,1.0
E,177.35294117647004,1.5,<music21.duration.Duration 0.25>,76,,False,0.25
A,177.49999999999946,1.75,<music21.duration.Duration 0.25>,76,<music21.tie.Tie start>,False,0.25
E,177.7941176470583,2.25,<music21.duration.Duration 0.25>,76,,False,0.25
A,177.94117647058772,2.5,<music21.duration.Duration 0.5>,76,,False,0.5
E,178.23529411764653,3.0,<music21.duration.Duration 0.5>,76,,False,0.5
A,178.52941176470534,3.5,<music21.duration.Duration 0.25>,76,,False,0.25
E,178.67647058823476,3.75,<music21.duration.Duration 0.25>,76,,False,0.25
A,178.82352941176418,0.0,<music21.duration.Duration 0.5>,77,,False,0.5
A,179.117647058823,0.5,<music21.duration.Duration 1.0>,77,,False,1.0
E,179.70588235294065,1.5,<music21.duration.Duration 0.25>,77,,False,0.25
A,179.85294117647007,1.75,<music21.duration.Duration 0.25>,77,<music21.tie.Tie start>,False,0.25
E,180.1470588235289,2.25,<music21.duration.Duration 0.25>,77,,False,0.25
A,180.29411764705833,2.5,<music21.duration.Duration 0.5>,77,,False,0.5
E,180.58823529411714,3.0,<music21.duration.Duration 0.5>,77,,False,0.5
A,180.88235294117595,3.5,<music21.duration.Duration 0.25>,77,,False,0.25
E,181.02941176470537,3.75,<music21.duration.Duration 0.25>,77,,False,0.25
A,181.1764705882348,0.0,<music21.duration.Duration 0.5>,78,,False,0.5
A,181.4705882352936,0.5,<music21.duration.Duration 1.0>,78,,False,1.0
E,182.05882352941126,1.5,<music21.duration.Duration 0.25>,78,,False,0.25
A,182.20588235294068,1.75,<music21.duration.Duration 0.25>,78,<music21.tie.Tie start>,False,0.25
E,182.49999999999952,2.25,<music21.duration.Duration 0.25>,78,,False,0.25
A,182.64705882352894,2.5,<music21.duration.Duration 0.5>,78,,False,0.5
E,182.94117647058775,3.0,<music21.duration.Duration 0.5>,78,,False,0.5
A,183.23529411764656,3.5,<music21.duration.Duration 0.25>,78,,False,0.25
E,183.38235294117598,3.75,<music21.duration.Duration 0.25>,78,,False,0.25
A,183.5294117647054,0.0,<music21.duration.Duration 0.5>,79,,False,0.5
A,183.8235294117642,0.5,<music21.duration.Duration 1.0>,79,,False,1.0
E,184.41176470588186,1.5,<music21.duration.Duration 0.25>,79,,False,0.25
A,184.55882352941128,1.75,<music21.duration.Duration 0.25>,79,<music21.tie.Tie start>,False,0.25
E,184.85294117647013,2.25,<music21.duration.Duration 0.25>,79,,False,0.25
A,184.99999999999955,2.5,<music21.duration.Duration 0.5>,79,,False,0.5
E,185.29411764705836,3.0,<music21.duration.Duration 0.5>,79,,False,0.5
A,185.58823529411717,3.5,<music21.duration.Duration 0.25>,79,,False,0.25
E,185.7352941176466,3.75,<music21.duration.Duration 0.25>,79,,False,0.25
A,185.882352941176,0.0,<music21.duration.Duration 0.5>,80,,False,0.5
A,186.17647058823482,0.5,<music21.duration.Duration 1.0>,80,,False,1.0
E,186.76470588235247,1.5,<music21.duration.Duration 0.25>,80,,False,0.25
A,186.9117647058819,1.75,<music21.duration.Duration 0.25>,80,<music21.tie.Tie start>,False,0.25
E,187.20588235294073,2.25,<music21.duration.Duration 0.25>,80,,False,0.25
A,187.35294117647015,2.5,<music21.duration.Duration 0.5>,80,,False,0.5
A,187.64705882352897,3.0,<music21.duration.Duration 0.5>,80,,False,0.5
A#,187.94117647058778,3.5,<music21.duration.Duration 0.5>,80,,False,0.5
B,188.2352941176466,0.0,<music21.duration.Duration 0.5>,81,,False,0.5
B,188.5294117647054,0.5,<music21.duration.Duration 1.0>,81,,False,1.0
D#,189.11764705882305,1.5,<music21.duration.Duration 0.5>,81,<music21.tie.Tie start>,False,0.5
E,189.55882352941128,2.25,<music21.duration.Duration 0.5>,81,,False,0.5
E#,189.8529411764701,2.75,<music21.duration.Duration 0.25>,81,,False,0.25
F#,189.99999999999952,3.0,<music21.duration.Duration 0.5>,81,,False,0.5
A,190.29411764705833,3.5,<music21.duration.Duration 0.5>,81,,False,0.5
B,190.58823529411714,0.0,<music21.duration.Duration 0.5>,82,,False,0.5
B,190.88235294117595,0.5,<music21.duration.Duration 0.5>,82,<music21.tie.Tie start>,False,0.5
D#,191.32352941176418,1.25,<music21.duration.Duration 0.5>,82,,False,0.5
E,191.617647058823,1.75,<music21.duration.Duration 0.25>,82,<music21.tie.Tie start>,False,0.25
E#,191.91176470588184,2.25,<music21.duration.Duration 0.25>,82,,False,0.25
F#,192.05882352941126,2.5,<music21.duration.Duration 0.5>,82,,False,0.5
F#,192.35294117647007,3.0,<music21.duration.Duration 0.5>,82,,False,0.5
C#,192.64705882352888,3.5,<music21.duration.Duration 0.5>,82,,False,0.5
B,192.9411764705877,0.0,<music21.duration.Duration 0.25>,83,,False,0.25
B,193.0882352941171,0.25,<music21.duration.Duration 0.5>,83,,False,0.5
B,193.38235294117592,0.75,<music21.duration.Duration 0.25>,83,,False,0.25
D#,193.52941176470534,1.0,<music21.duration.Duration 0.25>,83,,False,0.25
D#,193.67647058823476,1.25,<music21.duration.Duration 0.5>,83,,False,0.5
D#,193.97058823529358,1.75,<music21.duration.Duration 0.25>,83,,False,0.25
E,194.117647058823,2.0,<music21.duration.Duration 0.25>,83,,False,0.25
E,194.26470588235242,2.25,<music21.duration.Duration 0.5>,83,,False,0.5
E,194.55882352941123,2.75,<music21.duration.Duration 0.25>,83,,False,0.25
E#,194.70588235294065,3.0,<music21.duration.Duration 0.25>,83,,False,0.25
E#,194.85294117647007,3.25,<music21.duration.Duration 0.5>,83,,False,0.5
E#,195.14705882352888,3.75,<music21.duration.Duration 0.25>,83,,False,0.25
F#,195.2941176470583,0.0,<music21.duration.Duration 0.25>,84,,False,0.25
F#,195.44117647058772,0.25,<music21.duration.Duration 0.5>,84,,False,0.5
F#,195.73529411764653,0.75,<music21.duration.Duration 0.25>,84,,False,0.25
A,195.88235294117595,1.0,<music21.duration.Duration 0.5>,84,,False,0.5
A#,196.17647058823476,1.5,<music21.duration.Duration 0.5>,84,,False,0.5
B,196.47058823529358,2.0,<music21.duration.Duration 0.25>,84,,False,0.25
F#,196.617647058823,2.25,<music21.duration.Duration 0.25>,84,,False,0.25
C,196.76470588235242,2.5,<music21.duration.Duration 0.5>,84,,False,0.5
B,197.05882352941123,3.0,<music21.duration.Duration 0.5>,84,,False,0.5
B-,197.35294117647004,3.5,<music21.duration.Duration 0.5>,84,,False,0.5
A,197.64705882352885,0.0,<music21.duration.Duration 0.5>,85,,False,0.5
A,197.94117647058766,0.5,<music21.duration.Duration 0.5>,85,<music21.tie.Tie start>,False,0.5
E,198.6764705882347,1.75,<music21.duration.Duration 0.25>,85,<music21.tie.Tie start>,False,0.25
A,198.97058823529355,2.25,<music21.duration.Duration 0.5>,85,,False,0.5
E,199.26470588235236,2.75,<music21.duration.Duration 0.25>,85,,False,0.25
A,199.41176470588178,3.0,<music21.duration.Duration 0.5>,85,,False,0.5
E,199.7058823529406,3.5,<music21.duration.Duration 0.5>,85,,False,0.5
A,199.9999999999994,0.0,<music21.duration.Duration 0.5>,86,,False,0.5
A,200.29411764705821,0.5,<music21.duration.Duration 0.5>,86,<music21.tie.Tie start>,False,0.5
E,201.02941176470526,1.75,<music21.duration.Duration 0.25>,86,<music21.tie.Tie start>,False,0.25
A,201.3235294117641,2.25,<music21.duration.Duration 0.5>,86,,False,0.5
E,201.6176470588229,2.75,<music21.duration.Duration 0.25>,86,,False,0.25
A,201.76470588235233,3.0,<music21.duration.Duration 0.25>,86,,False,0.25
D,201.91176470588175,3.25,<music21.duration.Duration 0.25>,86,,False,0.25
E,202.05882352941117,3.5,<music21.duration.Duration 0.5>,86,,False,0.5
A,202.35294117646998,0.0,<music21.duration.Duration 0.5>,87,,False,0.5
A,202.6470588235288,0.5,<music21.duration.Duration 0.5>,87,<music21.tie.Tie start>,False,0.5
E,203.38235294117584,1.75,<music21.duration.Duration 0.25>,87,<music21.tie.Tie start>,False,0.25
A,203.67647058823468,2.25,<music21.duration.Duration 0.5>,87,,False,0.5
E,203.9705882352935,2.75,<music21.duration.Duration 0.25>,87,,False,0.25
A,204.1176470588229,3.0,<music21.duration.Duration 0.25>,87,,False,0.25
D,204.26470588235233,3.25,<music21.duration.Duration 0.25>,87,,False,0.25
E,204.41176470588175,3.5,<music21.duration.Duration 0.5>,87,,False,0.5
A,204.70588235294056,0.0,<music21.duration.Duration 0.5>,88,,False,0.5
A,204.99999999999937,0.5,<music21.duration.Duration 0.5>,88,<music21.tie.Tie start>,False,0.5
E,205.73529411764642,1.75,<music21.duration.Duration 0.25>,88,<music21.tie.Tie start>,False,0.25
A,206.02941176470526,2.25,<music21.duration.Duration 0.5>,88,,False,0.5
E,206.32352941176407,2.75,<music21.duration.Duration 0.25>,88,,False,0.25
A,206.4705882352935,3.0,<music21.duration.Duration 0.25>,88,,False,0.25
E,206.6176470588229,3.25,<music21.duration.Duration 0.25>,88,,False,0.25
A,206.76470588235233,3.5,<music21.duration.Duration 0.25>,88,,False,0.25
E,206.91176470588175,3.75,<music21.duration.Duration 0.25>,88,,False,0.25
A,207.05882352941117,0.0,<music21.duration.Duration 0.5>,89,,False,0.5
A,207.35294117646998,0.5,<music21.duration.Duration 0.5>,89,<music21.tie.Tie start>,False,0.5
E,208.08823529411703,1.75,<music21.duration.Duration 0.25>,89,<music21.tie.Tie start>,False,0.25
A,208.38235294117587,2.25,<music21.duration.Duration 0.5>,89,,False,0.5
E,208.67647058823468,2.75,<music21.duration.Duration 0.25>,89,,False,0.25
A,208.8235294117641,3.0,<music21.duration.Duration 0.5>,89,,False,0.5
E,209.1176470588229,3.5,<music21.duration.Duration 0.5>,89,,False,0.5
A,209.41176470588172,0.0,<music21.duration.Duration 0.5>,90,,False,0.5
A,209.70588235294053,0.5,<music21.duration.Duration 0.5>,90,<music21.tie.Tie start>,False,0.5
E,210.44117647058758,1.75,<music21.duration.Duration 0.25>,90,<music21.tie.Tie start>,False,0.25
A,210.73529411764642,2.25,<music21.duration.Duration 0.5>,90,,False,0.5
E,211.02941176470523,2.75,<music21.duration.Duration 0.25>,90,,False,0.25
A,211.17647058823465,3.0,<music21.duration.Duration 0.25>,90,,False,0.25
E,211.32352941176407,3.25,<music21.duration.Duration 0.25>,90,,False,0.25
A,211.4705882352935,3.5,<music21.duration.Duration 0.25>,90,,False,0.25
E,211.6176470588229,3.75,<music21.duration.Duration 0.25>,90,,False,0.25
A,211.76470588235233,0.0,<music21.duration.Duration 0.5>,91,,False,0.5
A,212.05882352941114,0.5,<music21.duration.Duration 0.5>,91,<music21.tie.Tie start>,False,0.5
E,212.7941176470582,1.75,<music21.duration.Duration 0.25>,91,<music21.tie.Tie start>,False,0.25
A,213.08823529411703,2.25,<music21.duration.Duration 0.5>,91,,False,0.5
E,213.38235294117584,2.75,<music21.duration.Duration 0.25>,91,,False,0.25
A,213.52941176470526,3.0,<music21.duration.Duration 0.5>,91,,False,0.5
E,213.82352941176407,3.5,<music21.duration.Duration 0.5>,91,,False,0.5
A,214.11764705882288,0.0,<music21.duration.Duration 0.5>,92,,False,0.5
A,214.4117647058817,0.5,<music21.duration.Duration 0.5>,92,<music21.tie.Tie start>,False,0.5
E,215.14705882352874,1.75,<music21.duration.Duration 0.25>,92,,False,0.25
A,215.29411764705816,2.0,<music21.duration.Duration 0.25>,92,,False,0.25
E,215.44117647058758,2.25,<music21.duration.Duration 0.25>,92,,False,0.25
A,215.588235294117,2.5,<music21.duration.Duration 0.5>,92,<music21.tie.Tie start>,False,0.5
A#,216.02941176470523,3.25,<music21.duration.Duration 0.75>,92,,False,0.75
B,216.47058823529346,0.0,<music21.duration.Duration 0.5>,93,,False,0.5
B,216.76470588235227,0.5,<music21.duration.Duration 0.5>,93,,False,0.5
D#,217.0588235294111,1.0,<music21.duration.Duration 0.25>,93,,False,0.25
D#,217.2058823529405,1.25,<music21.duration.Duration 0.75>,93,,False,0.75
E,217.64705882352874,2.0,<music21.duration.Duration 0.5>,93,,False,0.5
E#,217.94117647058755,2.5,<music21.duration.Duration 0.5>,93,,False,0.5
F#,218.23529411764636,3.0,<music21.duration.Duration 0.5>,93,,False,0.5
A,218.52941176470517,3.5,<music21.duration.Duration 0.5>,93,,False,0.5
B,218.82352941176399,0.0,<music21.duration.Duration 0.5>,94,,False,0.5
B,219.1176470588228,0.5,<music21.duration.Duration 1.0>,94,,False,1.0
D#,219.70588235294045,1.5,<music21.duration.Duration 0.25>,94,,False,0.25
D#,219.85294117646987,1.75,<music21.duration.Duration 0.25>,94,<music21.tie.Tie start>,False,0.25
E,220.29411764705813,2.5,<music21.duration.Duration 0.5>,94,,False,0.5
F#,220.58823529411694,3.0,<music21.duration.Duration 1.0>,94,,False,1.0
